Date,New deaths / day,NSW,VIC,QLD,SA,WA,TAS,NT,ACT
2021/9/8,9,9,0,0,0,0,0,0,0
2021/9/9,5,5,0,0,0,0,0,0,0
2021/9/10,10,9,1,0,0,0,0,0,0
2021/9/11,8,8,0,0,0,0,0,0,0
2021/9/12,7,7,0,0,0,0,0,0,0
2021/9/13,7,7,0,0,0,0,0,0,0
2021/9/14,4,2,2,0,0,0,0,0,0
2021/9/15,14,12,2,0,0,0,0,0,0
2021/9/16,12,12,0,0,0,0,0,0,0
2021/9/17,13,12,1,0,0,0,0,0,0
2021/9/18,7,6,1,0,0,0,0,0,0
2021/9/19,14,13,1,0,0,0,0,0,0
2021/9/20,5,4,1,0,0,0,0,0,0
2021/9/21,11,10,1,0,0,0,0,0,0
2021/9/22,8,5,3,0,0,0,0,0,0
2021/9/23,10,6,4,0,0,0,0,0,0
2021/9/24,12,11,1,0,0,0,0,0,0
2021/9/25,12,11,1,0,0,0,0,0,0
2021/9/26,11,9,2,0,0,0,0,0,0
2021/9/27,14,12,1,0,0,0,0,0,1
2021/9/28,11,7,4,0,0,0,0,0,0
2021/9/29,22,15,7,0,0,0,0,0,0
2021/9/30,11,6,5,0,0,0,0,0,0
2021/10/1,20,15,3,0,0,0,0,0,2
2021/10/2,12,10,2,0,0,0,0,0,0
2021/10/3,13,10,3,0,0,0,0,0,0
2021/10/4,10,6,4,0,0,0,0,0,0
2021/10/5,13,7,4,0,0,0,0,0,2
2021/10/6,22,10,11,0,0,0,0,0,1
2021/10/7,10,8,2,0,0,0,0,0,0
2021/10/8,16,11,5,0,0,0,0,0,0
2021/10/9,16,11,5,0,0,0,0,0,0
2021/10/10,11,6,5,0,0,0,0,0,0
2021/10/11,16,8,8,0,0,0,0,0,0
2021/10/12,13,5,8,0,0,0,0,0,0
2021/10/13,17,4,13,0,0,0,0,0,0
2021/10/14,18,6,11,0,0,0,0,0,1
2021/10/15,11,4,6,0,0,0,0,0,1
2021/10/16,9,2,7,0,0,0,0,0,0
2021/10/17,17,10,7,0,0,0,0,0,0
2021/10/18,12,5,7,0,0,0,0,0,0
2021/10/19,15,4,11,0,0,0,0,0,0
2021/10/20,19,7,12,0,0,0,0,0,0
2021/10/21,13,1,12,0,0,0,0,0,0
2021/10/22,21,5,16,0,0,0,0,0,0
2021/10/23,11,2,9,0,0,0,0,0,0
2021/10/24,15,4,11,0,0,0,0,0,0
2021/10/25,11,4,7,0,0,0,0,0,0
2021/10/26,5,1,4,0,0,0,0,0,0
2021/10/27,16,3,13,0,0,0,0,0,0
2021/10/28,27,2,25,0,0,0,0,0,0
2021/10/29,12,2,10,0,0,0,0,0,0
2021/10/30,14,3,11,0,0,0,0,0,0
2021/10/31,13,1,12,0,0,0,0,0,0
2021/11/1,10,4,4,0,0,0,0,0,2
2021/11/2,13,4,9,0,0,0,0,0,0
2021/11/3,12,4,8,0,0,0,0,0,0
2021/11/4,13,4,9,0,0,0,0,0,0
2021/11/5,14,3,10,0,0,0,0,0,1
2021/11/6,10,3,7,0,0,0,0,0,0
2021/11/7,10,1,9,0,0,0,0,0,0
2021/11/8,12,7,5,0,0,0,0,0,0
2021/11/9,14,4,10,0,0,0,0,0,0
2021/11/10,17,3,14,0,0,0,0,0,0
2021/11/11,5,1,4,0,0,0,0,0,0
2021/11/12,11,2,9,0,0,0,0,0,0
2021/11/13,4,0,4,0,0,0,0,0,0
2021/11/14,5,1,4,0,0,0,0,0,0
2021/11/15,6,1,5,0,0,0,0,0,0
2021/11/16,10,2,8,0,0,0,0,0,0
2021/11/17,9,0,9,0,0,0,0,0,0
2021/11/18,13,3,10,0,0,0,0,0,0
2021/11/19,11,3,8,0,0,0,0,0,0
2021/11/20,5,0,5,0,0,0,0,0,0
2021/11/21,6,2,4,0,0,0,0,0,0
2021/11/22,4,1,3,0,0,0,0,0,0
2021/11/23,21,2,19,0,0,0,0,0,0
2021/11/24,5,2,3,0,0,0,0,0,0
2021/11/25,5,0,5,0,0,0,0,0,0
2021/11/26,7,0,7,0,0,0,0,0,0
2021/11/27,5,0,5,0,0,0,0,0,0
2021/11/28,4,0,4,0,0,0,0,0,0
2021/11/29,3,0,3,0,0,0,0,0,0
2021/11/30,9,3,6,0,0,0,0,0,0
2021/12/1,6,0,6,0,0,0,0,0,0
2021/12/2,10,0,10,0,0,0,0,0,0
2021/12/3,12,0,11,0,0,0,0,1,0
2021/12/4,10,1,9,0,0,0,0,0,0
2021/12/5,8,1,7,0,0,0,0,0,0
2021/12/6,6,0,6,0,0,0,0,0,0
2021/12/7,9,2,7,0,0,0,0,0,0
2021/12/8,7,1,5,0,0,0,0,0,1
2021/12/9,10,1,9,0,0,0,0,0,0
2021/12/10,2,0,2,0,0,0,0,0,0
2021/12/11,16,3,13,0,0,0,0,0,0
2021/12/12,4,2,2,0,0,0,0,0,0
2021/12/13,2,0,2,0,0,0,0,0,0
2021/12/14,7,1,6,0,0,0,0,0,0
2021/12/15,4,1,3,0,0,0,0,0,0
2021/12/16,9,0,9,0,0,0,0,0,0
2021/12/17,8,1,7,0,0,0,0,0,0
2021/12/18,8,1,7,0,0,0,0,0,0
2021/12/19,4,0,4,0,0,0,0,0,0
2021/12/20,0,0,0,0,0,0,0,0,0
2021/12/21,8,2,6,0,0,0,0,0,0
2021/12/22,8,2,6,0,0,0,0,0,0
2021/12/23,11,1,10,0,0,0,0,0,0
2021/12/24,9,1,8,0,0,0,0,0,0
2021/12/25,6,0,6,0,0,0,0,0,0
2021/12/26,2,0,2,0,0,0,0,0,0
2021/12/27,7,3,3,0,1,0,0,0,0
2021/12/28,5,1,4,0,0,0,0,0,0
2021/12/29,8,3,5,0,0,0,0,0,0
2021/12/30,15,1,13,0,1,0,0,0,0
2021/12/31,15,6,7,0,2,0,0,0,0
2022/1/1,13,4,9,0,0,0,0,0,0
2022/1/2,5,2,3,0,0,0,0,0,0
2022/1/3,8,4,3,1,0,0,0,0,0
2022/1/4,4,2,2,0,0,0,0,0,0
2022/1/5,19,8,11,0,0,0,0,0,0
2022/1/6,13,6,6,1,0,0,0,0,0
2022/1/7,18,11,6,0,1,0,0,0,0
2022/1/8,25,9,9,2,5,0,0,0,0
2022/1/9,20,16,4,0,0,0,0,0,0
2022/1/10,22,18,2,0,2,0,0,0,0
2022/1/11,27,11,13,1,1,0,0,0,1
2022/1/12,49,21,21,0,7,0,0,0,0
2022/1/13,56,21,25,6,4,0,0,0,0
2022/1/14,56,29,18,3,6,0,0,0,0
2022/1/15,54,20,23,6,4,0,0,1,0
2022/1/16,40,20,13,3,2,0,0,0,2
2022/1/17,31,17,6,7,0,0,0,0,1
2022/1/18,78,37,22,16,2,0,0,0,1
2022/1/19,67,32,18,11,6,0,0,0,0
2022/1/20,60,25,15,9,11,0,0,0,0
2022/1/21,88,46,20,13,6,0,1,0,2
2022/1/22,64,30,20,10,3,0,1,0,0
2022/1/23,58,34,14,10,0,0,0,0,0
2022/1/24,58,24,17,13,2,0,0,0,2
2022/1/25,76,29,29,11,5,0,1,0,1
2022/1/26,86,29,34,9,13,0,1,0,0
2022/1/27,72,29,15,15,13,0,0,0,0
2022/1/28,98,35,39,18,5,0,0,0,1
2022/1/29,97,49,31,12,5,0,0,0,0
2022/1/30,88,52,20,13,2,0,1,0,0
2022/1/31,44,27,8,3,6,0,0,0,0
2022/2/1,77,30,34,10,3,0,0,0,0
2022/2/2,70,27,25,16,1,0,0,1,0
2022/2/3,84,38,34,9,1,0,1,1,0
2022/2/4,84,31,36,13,3,0,0,0,1
2022/2/5,83,18,41,21,2,0,0,0,1
2022/2/6,46,28,6,9,1,0,1,1,0
2022/2/7,46,14,7,19,5,0,0,0,1
2022/2/8,55,18,20,12,4,0,0,0,1
2022/2/9,70,20,21,24,2,0,2,0,1
2022/2/10,58,24,16,8,7,0,1,2,0
2022/2/11,51,19,13,14,2,1,0,2,0
2022/2/12,65,32,19,13,1,0,0,0,0
2022/2/13,47,22,18,4,2,0,0,1,0
2022/2/14,25,14,2,6,3,0,0,0,0
2022/2/15,50,16,20,10,4,0,0,0,0
2022/2/16,64,27,18,12,4,0,0,3,0
2022/2/17,66,14,9,39,3,0,0,0,1
2022/2/18,40,15,14,9,0,0,0,1,1
2022/2/19,45,12,20,10,2,0,1,0,0
2022/2/20,33,21,9,2,0,0,0,1,0
2022/2/21,17,7,3,6,0,0,0,0,1
2022/2/22,37,14,14,5,3,0,0,1,0
2022/2/23,61,6,18,37,0,0,0,0,0
2022/2/24,42,12,16,8,3,0,0,3,0
2022/2/25,29,6,11,7,2,0,1,2,0
2022/2/26,35,11,15,8,0,0,0,1,0
2022/2/27,27,7,17,1,2,0,0,0,0
2022/2/28,12,6,3,1,1,0,0,0,1
2022/3/1,41,9,18,10,2,0,0,2,0
2022/3/2,61,5,28,24,2,0,0,2,0
2022/3/3,47,9,23,6,5,1,0,3,0
2022/3/4,38,2,26,7,2,0,0,1,0
2022/3/5,52,10,28,12,0,0,1,1,0
2022/3/6,13,5,4,2,2,0,0,0,0
2022/3/7,33,5,2,1,23,1,0,1,0
2022/3/8,17,5,6,5,0,0,0,1,0
2022/3/9,34,9,9,13,3,0,0,0,0
2022/3/10,22,4,8,5,4,0,0,1,0
2022/3/11,30,7,10,8,1,0,0,1,3
2022/3/12,22,4,11,6,1,0,0,0,0
2022/3/13,16,7,4,3,1,1,0,0,0
2022/3/14,4,1,1,2,0,0,0,0,0
2022/3/15,25,6,4,10,3,1,0,0,1
2022/3/16,23,5,8,8,0,1,1,0,0
2022/3/17,26,5,7,10,3,1,0,0,0
2022/3/18,29,6,9,11,3,0,0,0,0
2022/3/19,28,12,2,10,0,4,0,0,0
2022/3/20,9,4,0,0,3,2,0,0,0
2022/3/21,6,4,0,2,0,0,0,0,0
2022/3/22,27,4,7,9,4,1,1,1,0
2022/3/23,26,5,11,7,2,1,0,0,0
2022/3/24,36,8,11,6,2,7,1,1,0
2022/3/25,26,7,9,3,4,2,0,0,1
2022/3/26,31,4,9,9,7,2,0,0,0
2022/3/27,11,1,5,1,0,4,0,0,0
2022/3/28,6,3,0,0,3,0,0,0,0
2022/3/29,31,9,5,9,1,6,1,0,0
2022/3/30,34,15,7,5,2,3,1,1,0
2022/3/31,32,17,4,5,0,3,0,1,2
2022/4/1,16,2,6,3,2,2,0,0,1
2022/4/2,26,13,3,6,2,1,0,1,0
2022/4/3,17,11,2,0,1,3,0,0,0
2022/4/4,14,6,1,1,0,6,0,0,0
2022/4/5,38,12,8,8,4,5,0,0,1
2022/4/6,27,15,3,1,2,5,1,0,0
2022/4/7,33,16,4,7,3,3,0,0,0
2022/4/8,31,8,4,9,6,2,1,0,1
2022/4/9,24,10,7,2,1,3,0,0,1
2022/4/10,14,8,1,1,1,2,1,0,0
2022/4/11,5,3,1,0,0,0,0,0,1
2022/4/12,40,11,12,6,6,3,2,0,0
2022/4/13,39,8,14,10,2,2,3,0,0
2022/4/14,45,21,14,4,1,2,2,0,1
2022/4/15,34,16,7,2,7,1,1,0,0
2022/4/16,35,18,8,1,1,7,0,0,0
2022/4/17,17,6,2,0,0,8,1,0,0
2022/4/18,10,4,1,4,0,0,0,1,0
2022/4/19,18,8,7,0,3,0,0,0,0
2022/4/20,38,15,14,6,2,0,0,1,0
2022/4/21,50,16,11,15,3,2,1,1,1
2022/4/22,46,13,16,5,4,5,2,0,1
2022/4/23,44,16,13,7,4,1,1,1,1
2022/4/24,21,8,2,3,5,3,0,0,0
2022/4/25,17,4,4,2,6,1,0,0,0
2022/4/26,49,18,15,1,6,8,1,0,0
2022/4/27,46,10,13,9,3,10,1,0,0
2022/4/28,50,19,10,7,4,7,0,3,0
2022/4/29,26,7,7,6,3,2,1,0,0
2022/4/30,53,20,19,5,4,4,0,0,1
2022/5/1,15,5,7,0,2,0,1,0,0
2022/5/2,13,5,1,0,3,0,3,0,1
2022/5/3,41,23,12,0,3,1,1,0,1
2022/5/4,56,21,11,8,12,2,1,0,1
2022/5/5,56,21,14,11,4,6,0,0,0
2022/5/6,30,7,9,11,1,0,0,1,1
2022/5/7,44,19,9,5,2,6,2,1,0
2022/5/8,19,6,4,2,5,1,1,0,0
2022/5/9,3,3,0,0,0,0,0,0,0
2022/5/10,49,17,18,3,3,6,1,0,1
2022/5/11,51,11,17,10,8,3,0,0,2
2022/5/12,55,23,15,3,7,6,1,0,0
2022/5/13,52,13,18,12,3,3,2,1,0
2022/5/14,53,19,22,5,5,2,0,0,0
2022/5/15,21,4,10,2,0,4,1,0,0
2022/5/16,13,4,5,0,2,1,1,0,0
2022/5/17,66,16,20,12,2,14,1,0,1
2022/5/18,53,14,22,7,6,3,1,0,0
2022/5/19,52,22,14,2,5,6,2,0,1
2022/5/20,51,10,23,9,3,5,0,1,0
2022/5/21,46,14,21,4,5,1,0,0,1
2022/5/22,20,7,10,0,2,0,1,0,0
2022/5/23,17,5,5,6,0,0,1,0,0
2022/5/24,68,14,16,18,14,6,0,0,0
2022/5/25,41,11,17,10,1,2,0,0,0
2022/5/26,71,30,19,19,1,2,0,0,0
2022/5/27,39,9,9,7,1,11,0,2,0
2022/5/28,58,25,22,3,0,7,0,0,1
2022/5/29,30,4,16,2,0,7,1,0,0
2022/5/30,10,1,3,1,0,4,1,0,0
2022/5/31,56,19,20,11,0,4,1,0,1
2022/6/1,37,9,17,6,1,1,2,0,1
2022/6/2,57,23,9,11,2,9,1,2,0
2022/6/3,50,11,22,6,5,6,0,0,0
2022/6/4,60,18,16,11,4,10,1,0,0
2022/6/5,30,5,16,1,2,5,1,0,0
2022/6/6,19,3,14,0,1,1,0,0,0
2022/6/7,29,8,12,0,5,2,0,0,2
2022/6/8,59,10,25,15,0,8,0,0,1
2022/6/9,59,21,22,9,0,5,1,1,0
2022/6/10,41,11,19,1,2,6,1,0,1
2022/6/11,70,22,23,7,13,5,0,0,0
2022/6/12,24,5,16,1,0,2,0,0,0
2022/6/13,11,3,3,1,2,2,0,0,0
2022/6/14,30,3,15,6,0,6,0,0,0
2022/6/15,57,14,18,13,9,3,0,0,0
2022/6/16,73,17,22,13,6,14,1,0,0
2022/6/17,51,8,18,11,5,1,2,0,6
2022/6/18,64,25,29,8,0,1,1,0,0
2022/6/19,42,7,19,0,2,14,0,0,0
2022/6/20,13,5,0,0,5,2,0,0,1
2022/6/21,59,7,28,4,11,6,0,0,3
2022/6/22,63,26,24,6,4,2,1,0,0
2022/6/23,52,26,9,5,2,8,2,0,0
2022/6/24,46,14,20,6,4,1,1,0,0
2022/6/25,56,21,24,5,1,5,0,0,0
2022/6/26,26,7,15,2,0,2,0,0,0
2022/6/27,23,11,1,0,6,5,0,0,0
2022/6/28,75,40,11,19,0,4,0,1,0
2022/6/29,59,11,23,20,0,4,1,0,0
2022/6/30,60,23,17,10,0,7,2,0,1
2022/7/1,33,9,12,6,3,2,0,0,1
2022/7/2,54,20,13,16,0,3,2,0,0
2022/7/3,30,2,22,0,6,0,0,0,0
2022/7/4,26,1,24,0,1,0,0,0,0
2022/7/5,46,14,16,11,1,1,2,0,1
2022/7/6,44,10,23,4,5,1,1,0,0
2022/7/7,60,22,12,17,1,8,0,0,0
2022/7/8,35,7,9,13,0,3,3,0,0
2022/7/9,77,33,20,8,4,11,0,0,1
2022/7/10,13,8,2,0,2,0,1,0,0
2022/7/11,13,8,0,0,1,2,0,0,2
2022/7/12,58,20,16,15,3,3,1,0,0
2022/7/13,57,15,20,12,2,6,2,0,0
2022/7/14,78,36,20,18,1,2,1,0,0
2022/7/15,66,14,17,20,6,8,1,0,0
2022/7/16,77,38,8,22,3,3,2,1,0
2022/7/17,30,12,16,0,1,0,1,0,0
2022/7/18,31,5,18,0,2,2,4,0,0
2022/7/19,75,26,25,18,3,3,0,0,0
2022/7/20,90,20,28,15,22,2,3,0,0
2022/7/21,89,25,37,10,7,7,2,0,1
2022/7/22,63,15,25,10,7,1,4,0,1
2022/7/23,102,41,44,8,3,2,1,0,3
2022/7/24,36,14,12,0,1,7,2,0,0
2022/7/25,32,7,0,0,19,4,2,0,0
2022/7/26,100,30,40,21,3,4,2,0,0
2022/7/27,83,20,32,19,4,3,4,1,0
2022/7/28,125,34,37,27,17,5,4,0,1
2022/7/29,157,22,107,17,8,3,0,0,0
2022/7/30,140,46,61,13,4,13,1,0,2
2022/7/31,41,5,21,0,9,6,0,0,0
2022/8/1,19,7,3,0,5,1,3,0,0
2022/8/2,95,47,13,22,3,5,1,0,4
2022/8/3,65,39,6,6,6,4,3,0,1
2022/8/4,85,33,9,31,3,2,4,0,3
2022/8/5,82,29,34,8,8,1,2,0,0
2022/8/6,88,30,24,18,13,2,0,0,1
2022/8/7,32,15,3,0,0,10,4,0,0
2022/8/8,15,4,1,0,7,0,1,1,1
2022/8/9,104,25,44,24,4,0,3,0,4
2022/8/10,133,30,52,35,9,4,1,1,1
2022/8/11,87,29,36,11,1,7,1,1,1
2022/8/12,86,35,14,18,12,5,1,0,1
2022/8/13,89,35,22,16,8,3,4,0,1
2022/8/14,34,9,24,0,0,0,1,0,0
2022/8/15,27,6,15,0,4,2,0,0,0
2022/8/16,73,24,20,17,5,1,2,0,4
2022/8/17,67,26,15,17,2,4,1,0,2
2022/8/18,135,43,46,20,12,9,2,3,0
2022/8/19,73,22,27,14,2,5,2,0,1
2022/8/20,97,34,30,20,5,7,1,0,0
2022/8/21,36,16,18,0,1,1,0,0,0
2022/8/22,11,4,6,0,0,0,1,0,0
2022/8/23,96,32,25,26,10,2,1,0,0
2022/8/24,60,14,10,29,2,1,0,0,4
2022/8/25,83,29,40,12,1,0,1,0,0
2022/8/26,62,22,25,8,0,1,0,6,0
2022/8/27,86,20,39,18,3,4,0,0,2
2022/8/28,15,5,9,0,0,1,0,0,0
2022/8/29,11,4,4,0,1,2,0,0,0
2022/8/30,77,37,18,18,3,1,0,0,0
2022/8/31,69,22,26,14,3,1,3,0,0
2022/9/1,62,23,18,16,3,1,0,0,1
2022/9/2,58,21,17,1,3,13,0,2,1
2022/9/3,39,18,10,0,6,4,1,0,0
2022/9/4,14,6,8,0,0,0,0,0,0
2022/9/5,11,2,4,2,1,2,0,0,0
2022/9/6,76,27,25,15,5,3,1,0,0
2022/9/7,62,21,11,24,4,2,0,0,0
2022/9/8,74,25,24,11,2,12,0,0,0
2022/9/9,134,20,41,10,63,0,0,0,0
2022/9/10,5,0,5,0,0,0,0,0,0
2022/9/11,2,0,0,0,0,2,0,0,0
2022/9/12,1,0,0,0,0,1,0,0,0
2022/9/13,25,0,25,0,0,0,0,0,0
2022/9/14,3,0,1,0,0,2,0,0,0
2022/9/15,8,0,0,0,0,8,0,0,0
2022/9/16,266,115,18,71,58,1,3,0,0
2022/9/17,4,0,4,0,0,0,0,0,0
2022/9/18,15,0,15,0,0,0,0,0,0
2022/9/19,5,0,5,0,0,0,0,0,0
2022/9/20,19,0,19,0,0,0,0,0,0
2022/9/21,4,0,4,0,0,0,0,0,0
2022/9/22,33,0,33,0,0,0,0,0,0
2022/9/23,139,69,0,37,23,9,0,1,0
2022/9/24,0,0,0,0,0,0,0,0,0
2022/9/25,0,0,0,0,0,0,0,0,0
2022/9/26,0,0,0,0,0,0,0,0,0
2022/9/27,0,0,0,0,0,0,0,0,0
2022/9/28,0,0,0,0,0,0,0,0,0
2022/9/29,0,0,0,0,0,0,0,0,0
2022/9/30,252,82,59,77,19,10,2,2,1
2022/10/1,0,0,0,0,0,0,0,0,0
2022/10/2,0,0,0,0,0,0,0,0,0
2022/10/3,0,0,0,0,0,0,0,0,0
2022/10/4,0,0,0,0,0,0,0,0,0
2022/10/5,0,0,0,0,0,0,0,0,0
2022/10/6,0,0,0,0,0,0,0,0,0
2022/10/7,119,41,43,14,9,11,1,0,0
2022/10/8,0,0,0,0,0,0,0,0,0
2022/10/9,0,0,0,0,0,0,0,0,0
2022/10/10,0,0,0,0,0,0,0,0,0
2022/10/11,0,0,0,0,0,0,0,0,0
2022/10/12,0,0,0,0,0,0,0,0,0
2022/10/13,0,0,0,0,0,0,0,0,0
2022/10/14,122,37,46,21,11,6,1,0,0
